	상담사답변
8455	네. 콜센터 상담사를 통한 본인 확인 절차(ARS 비밀번호 확인 등) 후 대출신청 합니다.
8457	네. 스마트폰에 보험사 어플리케이션 설치 후 대출신청(인터넷으로 금융거래 인증 후 신청가능) 가능합니다.
8459	네. 보험사 카드 발급 후 보험회사 ATM, 제휴은행 ATM을 통해 대출신청 가능합니다.
8461	네. 보험계약대출 서비스의 편리성입니다.
8463	네. 그렇습니다.
8465	맞습니다. 고객님
8467	네. 대출콜센터(OOOO-OOOO)에서 ARS 및 상담원을 통해 신청하실 수 있으며, 가까운 고객창구로 방문하여 신청하실 수 있습니다.
8469	네. 고객님. 2가지의 해지위험이 있습니다.
8471	네. 보험계약자대출 이후 미상환 등으로 인해 대출원리금이 해약환급금 초과시 보험계약이 해지될 수 있다는 부분입니다.
8473	네. 보험계약이 해지되면 보험사고 발생시 보장을 받을 수 없고 과거와 동일한 조건으로 재가입이 어려울 수 있다는 것입니다.
8475	네. 보험금 지급시 상환하지 않은 대출원리금이 공제될 수 있기 때문에 교육자금, 병원치료비 등 보험 가입 목적대로 사용하기 어려울 수 있습니다.
8477	네. 내용이 방대합니다만 간추리면 2017년 기준 국내 가계대출 규모는 약 1,370조원으로 이중 보험기관의 가계대출 규모는 약 115조원(8.4%)입니다.
8479	네. 보험기관은 생명보험회사, 손해보험회사, 우체국보험 기준입니다.
8481	네. 한국은행 경제통계시스템입니다.
8483	네. 2013년 ∼ 2017년 기준 보험계약대출 규모는 매년 증가하는 추세였습니다.
8485	네. 보험사의 가계대출채권 중 보험계약대출채권이차지하는 비중이 가장 높았습니다.
8487	네. 그렇습니다. 고객님. 부동산 담보대출이 증가하면서 감소추세에 접어들었습니다.
8489	네. 부동산 담보대출이 증가하면서 감소추세에 접어들었으나 2017년까지 50% 이상의 비중을 차지했습니다.
8493	네. 연평균 36.6%로 분석되었습니다.
8495	네. 56.7%였습니다.
8497	네. 그렇습니다.
8501	네. 56.9%를 차지하였습니다.
8503	네. 0000입니다.
8505	네. 15.7조원을 보유하고 있습니다.
8507	네. 다음으로는 ‘00생명’ 6.8조원입니다.
8509	아닙니다 이자납입 의무가 없습니다.
8511	네. 계약자가 필요한 자금에 대해 보험 적립금일부를 인출하여 지급하기 때문입니다.
8513	네. 그렇습니다.
8515	네. 가입자가 인출한 금액만큼 보험혜택이 줄어들고 인출한 금액을 추가 납입 할 경우 수수료를 지불해야 합니다.
8517	네. 자금의 필요기간, 적용이율, 추가납입수수료 등의 조건에 따라 가입자에게 불리함으로 작용할 수 있기 때문입니다.
8519	네. 그렇습니다. 고객님.
8521	네. 1년 이하의 기간이라면 보험계약대출이 유리합니다.
8523	네. 1년 이상의 기간은 중도인출이 유리합니다.
8525	네. 보험계약대출의 유리한 기간이 더 줄어듭니다.
8527	네. 높다면 일반적으로 보험계약대출이 유리한 기간이 더 늘어나는 경향이 있습니다.
8529	네. 가입한 보험의 해약환급금을 담보로 돈을 빌리는 제도입니다.
8531	네. 변동없습니다.
8533	네. 있습니다.
8535	네. 있습니다.
8537	네. 없습니다.
8539	네. 가입한 보험의 계약자 적립금 일부를 만기 이전에 찾아 사용할 수 있는 제도입니다.
8541	네. 인출금액 만큼 감소됩니다.
8543	네. 없습니다.
8545	네. 없습니다.
8547	네. 있습니다. 인출과 추가 납입하는 경우에 적용됩니다.
8549	네. 설명이 복잡하지만 결론만을 말씀드리면 8개월 경과 이후부터 중도인출로 필요자금을 충당 후 추가납입 하는 경우가 보험계약대출보다 더 유리하다고 판단됩니다.
8551	네. 12개월 경과 이후부터 중도인출로 필요자금을 충당 후 추가납입 하는 경우가 보험계약대출보다 더 유리하다고 판단됩니다.
8553	네. 17개월 경과 이후부터 중도인출로 필요자금을 충당 후 추가납입 하는 경우가 보험계약대출보다 더 유리하다고 판단됩니다.
8555	네. 법규는 보험업법입니다.
8557	네. 안정성·유동성·수익성 및 공익성입니다.
8559	네. 2가지 조건이 명기되어 있습니다.
8561	네. '보험회사는 그 자산을 운용할 때 안정성·유동성·수익성 및 공익성이 확보되도록 하여야 한다'는 항목입니다.
8563	네. 보험회사는 선량한 관리자의 주의로써 그 자산을 운용하여야 한다.
8565	네. 보험업감독규정입니다.
8567	네. 보험료를 산출시에 할인율을 적용하지 아니하고 순보험료가 위험보험료만으로 구성된 손해보험를 말합니다.
8569	"네. ""주피보험자""란 피보험자중 주된 보장의 대상이 되는 피보험자를 말합니다."
8571	"네. ""종피보험자""라 함은 주피보험자에 종속되어 보장을 받는 피보험자를 말합니다."
8573	네. 순보험료는 글자그대로 순수한 보험료입니다. 
8575	네. 순보험료는 각종 질병, 상해, 또는 죽음으로부터 우리의 가족을 지켜주는 데 사용되는 위험보험료와 만기환급금으로 사용되는 저축보험료로 구성되어 있습니다.
8577	네. 위험보험료는 사망보험금, 장해급여금 등 보험사고가 발생하였을 때 지급되는 지급보험금의 재원이 되는 보험료입니다.
8579	"네. ""주계약""이란 독립적으로 판매할 수 있는 보험을 말합니다."
8581	"네. 특별약관을 ""특약""이라고 하며, 주계약에 부가하여 보장 추가, 보험계약자 등의 편의를 도모하기 위한 제도 등을 추가하는 보험을 말합니다."
8583	네. 일반손해보험을 제외한 손해보험을 말합니다.
8585	네. 감독원장이 정하는 바에 따라 산정한 전체 보험회사 공시이율의 평균을 말합니다.
8587	네. 그렇습니다.
8589	네. 당해 보험계약의 해약환급금 계산시 적용하는 이율을 말합니다.
8591	네. 회사가 정하는 이율을 가산 또는 가산이율이라고 합니다.
8593	네. 회사는 업무원가, 법적비용, 유동성프리미엄(예비유동성 관련), 목표이익률 등을 감안해야 합니다.
8595	네. 보험료에 이미 반영된 비용, 보험계약대출과 무관한 비용 등 입니다.
8597	네. 그렇습니다.
8599	네. 회사는 계약자가 보험계약대출의 이자를 해당 납입일까지 납입하지 않더라도 연체이자를 부과하지 않습니다.
8601	네. 부과하지 않습니다.
8603	네. 전화연결로 상담 편의성을 높이고 모범상담 답변과 상담정보 관리를 해주는 소비자 만족서비스입니다.
8605	네. 전국 어디서나 단일 대표전화 1372로 소비자가 전화를 걸면 전화상담이 가능합니다.
8607	네. 소비자상담센터 (www.1372.go.kr)로 검색하시면 됩니다.
8609	네. 통상적으로 높은 예정이율 보험상품 등 금리확정형 상품에 적용되는 보험계약대출 가산금리가 더 이자부담이 될 것입니다.
8611	네. 보험사별로 정리된 보험계약대출 금리를 찾아보시는 것을 추천드리며, 해당 보험지점으로 문의하실 것을 추천드립니다.
8613	네. 과거 고액의 지연이자 청구에 대한 불만과 미납이자를 대출원금에 가산하여 이자를 적용하는 불만이었습니다.
8615	네. 다른 용어로 월복리라고 합니다.
8617	네. 당연히 가산하여 이자를 적용에 따라 미납기간 연장은 이자부담 가중 원인으로 파단되어 불만이 되었습니다.
8619	네. 과거에는 보험계약대출의 법적 기준을 금전소비대차로 봐서 연체이자율을 적용하지 않았습니다.
8621	네. 당사자의 일방이 금전 기타 대체물의 소유권을 상대방에게 이전할 것을 약정하고 상대방은 이전받은 물건을 전량 소비한 뒤, 이후 동종·동질·동량의 물건으로 대신 차환할 것을 약정함으로써 성립하는 계약을 말합니다.
8623	네. 쉽게 말씀드리면 돈이나 쌀 등을 빌려 소비하고, 나중에 다른 돈이나 쌀로 갚는 경우라고 생각하시면 됩니다.
8625	네. 말씀드리면 반대의미인 사용대차나 임대차가 있습니다.
8627	네. 차주가 빌린 물건 그 자체를 반환하지 않고 다른 동종·동질·동량의 것으로 반환하는 것입니다.
8629	네. 보험계약대출금을 전액 상환해서 신용회복해야하며 만일 상환하지 못할 경우에는 보험계약이 해지될 수 있습니다.
8631	네. 소비자 C씨는 1997년 암보험(65세 만기, 10년납)에 가입하고 보험료 납입완료후 보험계약대출 150만원을 받아 상환을 하지 못했고 2016년 자궁경부암 진단을 받고 보험금 청구를 위해 문의하니 계약대출 원리금이 해약환급금을 초과하여 자동 계약해지 된 경우입니다.
8633	"네. 소비자 F씨는 보험상품 4건에 대해 보험계약대출 750만원 받은 게 있는데 신용회복을 신청했다는 사유로 직권해지 시켰고, 보험사는 약관에 ""신용회복 신청시 상계한다.""고 명시되어 있다고 하나 대출받을 때 전혀 설명이 없었던 경우입니다."
8635	네. 가산금리가 손해보험사에서는 금리연동형 상품이 금리확정형 상품 보다 더 높았습니다.
8637	네. 생명보험사의 평균 가산금리는 1.78%였고, 손해보험사의 평균 가산금리는 1.64%였습니다.
8639	네. 생명보험사 0.56%p, 손해보험사 0.12%p로 생명보험사가 약 5배 높았습니다.
8641	네. 생명보험사간 금리확정형 상품 보험계약대출 가산금리 차이가 타 상품에 비해 상대적으로 크다는 것을 나타냅니다.
8643	죄송합니다. 고객님. 저희 000보험사를 포함 4개 보험사는 2005.4.1. 이후 가입한 보험이 보험료 미납으로 계약이 해지된 경우에는 상환이 불가능 하다고 규정하고 있습니다.
8645	네. 2005.4.1. 이후의 경우는 방법이 없습니다. 죄송합니다.
8647	네. 보험계약대출의 원금과 이자를 차감합니다.
8649	네. 000보험사 홈페이지(www.00.co.kr)를 통해 신청하거나 000보험 앱을 사용하시면 언제나 편리하게 이용하실 수 있습니다.
8651	네. 고객님. 보험계약대출은 대출자분의 신용등급과 연관이 없습니다. 
8653	네. 보험 가입자가 낸 보험료를 담보로 돈을 빌려주기 때문에 신용등급에 상관없이 대출을 받을 수 있습니다.
8655	아닙니다. 고객님. 보험계약대출 과정에는 신용등급 조회 등 대출 심사 절차가 없습니다.
8657	네. 고객님. 잘못이해하신거 같습니다.
8659	네. 보험계약대출은 대출콜센터(OOOO-OOOO)에서 ARS 또는 상담원을 통해 신청하실 수 있습니다.
8661	네. 고객님 신분증 챙기셔서 방문해 주시면 됩니다.
8663	네, 그렇습니다. 보험계약대출을 받은 경우라도 보상 가능합니다.
8665	네. 보험금 지급시 일부 보험계약대출 원리금이 상환될 수 있습니다.
8667	네. 연체시 연체이자를 부과하지도 않습니다.
8669	네. 그렇습니다. 전자금융거래법상 본인의 계좌로만 송금이 가능합니다.
8671	네. 고객님. 이런 경우에는 지점으로 방문하셔서 고객지원팀에 문의해 주시기 바랍니다.
8673	네. 보험계약대출 가산금리는 통상적으로 1.5% 내외입니다.
8675	네. 그것은 보험사에 따라 1%의 가산금리를 받는 곳도 있고 일부 보험사는 2.0%의 가산금리를 부과하기도 합니다.
8677	네. 그렇습니다.
8679	보험계약대출 이자는 일단위로 계산되며, 이자일수는 대출일은 포함하지 않고 이자기간 종료일은 포함하여 이자일수를 계산합니다.
