	고객질문(요청)
60553	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
60555	어떻게하면 되나요?
60559	아이디로그인은 어떻게하나요?
60575	네,어떻게하면 되나요?
60593	거래내역 전자확인증 출력 가능한가요?
60595	네,어떻게하면 되나요?
60613	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
60615	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
60617	그렇군요, 가입후에는요?
60625	네.가입전에 거래내역도 볼수있나요?
60633	거래내역조회는 언제내역부터 가능한가요?
60635	그렇군요. 어떻게하면 되나요?
60657	왜그런가요?
60663	송금은 가능한가요?
60673	통장 잔고를 확인할수있나요?
60687	전화만 하면되나요?
60693	통장 잔고 확인가능한가요?
60713	거래내역을 어떻게 확인할수있나요?
60717	거래내역 조회는 언제까지 가능한가요?
60719	그럼, 최대로는 언제까지인가요?
60725	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
60733	거래내역 확인방법은 무엇이 있나요?
60735	통장 미정리내역이 90건 이상인데 문제없나요?
60737	다른방법은 없나요?
60740	어떻게 확인하나요?
60753	거래내역 확인방법에는 무엇이 있을까요?
60755	어떻게 확인하나요?
60765	매번 복잡하게 들어가서 해야하나요?
60773	거래내역 확인방법은 무엇이 있나요?
60793	거래내역 확인방법에는 무엇이 있을까요?
60805	매번 복잡하게 들어가서 해야하나요?
60807	그게뭔가요?
60813	적립식 펀드 잔고좌수를 조회하려하는데요,
60833	기업통장의 거래내역을 확인하고싶은데요.
60842	네, 무엇인가요?
60846	정말인가요?
60893	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
60895	어떻게하면 되나요?
60899	아이디로그인은 어떻게하나요?
60915	네,어떻게하면 되나요?
60933	거래내역 전자확인증 출력 가능한가요?
60935	네,어떻게하면 되나요?
60953	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
60955	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
60957	그렇군요, 가입후에는요?
60965	네.가입전에 거래내역도 볼수있나요?
60973	거래내역조회는 언제내역부터 가능한가요?
60975	그렇군요. 어떻게하면 되나요?
60997	왜그런가요?
61003	송금은 가능한가요?
61013	통장 잔고를 확인할수있나요?
61027	전화만 하면되나요?
61033	통장 잔고 확인가능한가요?
61053	거래내역을 어떻게 확인할수있나요?
61057	거래내역 조회는 언제까지 가능한가요?
61059	그럼, 최대로는 언제까지인가요?
61065	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
61073	거래내역 확인방법은 무엇이 있나요?
61075	통장 미정리내역이 90건 이상인데 문제없나요?
61077	다른방법은 없나요?
61080	어떻게 확인하나요?
61093	거래내역 확인방법에는 무엇이 있을까요?
61095	어떻게 확인하나요?
61105	매번 복잡하게 들어가서 해야하나요?
61107	그게뭔가요?
61113	거래내역 확인방법은 무엇이 있나요?
61133	거래내역 확인방법에는 무엇이 있을까요?
61135	어떻게 확인하나요?
61145	매번 복잡하게 들어가서 해야하나요?
61147	그게뭔가요?
61153	적립식 펀드 잔고좌수를 조회하려하는데요,
61173	기업통장의 거래내역을 확인하고싶은데요.
61182	네, 무엇인가요?
61186	정말인가요?
61233	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
61235	어떻게하면 되나요?
61239	아이디로그인은 어떻게하나요?
61255	네,어떻게하면 되나요?
61273	거래내역 전자확인증 출력 가능한가요?
61275	네,어떻게하면 되나요?
61293	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
61295	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
61297	그렇군요, 가입후에는요?
61305	네.가입전에 거래내역도 볼수있나요?
61313	거래내역조회는 언제내역부터 가능한가요?
61315	그렇군요. 어떻게하면 되나요?
61337	왜그런가요?
61343	송금은 가능한가요?
61353	통장 잔고를 확인할수있나요?
61367	전화만 하면되나요?
61373	통장 잔고 확인가능한가요?
61393	거래내역을 어떻게 확인할수있나요?
61397	거래내역 조회는 언제까지 가능한가요?
61399	그럼, 최대로는 언제까지인가요?
61405	당일 이체한 내역이 거래조회에 나타나지 않은 경우 어떻게 확인하나요?
61413	거래내역 확인방법은 무엇이 있나요?
61415	통장 미정리내역이 90건 이상인데 문제없나요?
61417	다른방법은 없나요?
61420	어떻게 확인하나요?
61433	거래내역 확인방법에는 무엇이 있을까요?
61435	어떻게 확인하나요?
61445	매번 복잡하게 들어가서 해야하나요?
61447	그게뭔가요?
61453	거래내역 확인방법은 무엇이 있나요?
61473	거래내역 확인방법에는 무엇이 있을까요?
61475	어떻게 확인하나요?
61485	매번 복잡하게 들어가서 해야하나요?
61487	그게뭔가요?
61493	적립식 펀드 잔고좌수를 조회하려하는데요,
61513	기업통장의 거래내역을 확인하고싶은데요.
61522	네, 무엇인가요?
61526	정말인가요?
61573	공인인증서가 없는 타인의 스마트폰에서 거래내역 확인가능한가요?
61575	어떻게하면 되나요?
61579	아이디로그인은 어떻게하나요?
61595	네,어떻게하면 되나요?
61613	거래내역 전자확인증 출력 가능한가요?
61615	네,어떻게하면 되나요?
61633	빠른조회서비스를 이용해 거래내역 조회하려면 꼭 인터넷뱅킹에 가입해야 하나요?
61635	네,그럼 인터넷뱅킹은 어떻게 가입하나요?
61637	그렇군요, 가입후에는요?
61645	네.가입전에 거래내역도 볼수있나요?
61652	제가 보험가입 내역을 확인하려고 인터넷에 접속했는데 자꾸 오류가 떠서 왜 그러는거에요?
61670	보험료 납입내역을 좀 확인하려고 인터넷에 접속했는데 공인인증서 비밀번호가 틀렸다고 하네요. 비밀번호가 기억안나는데 어떻하죠?
61672	아.. 그럼 공인인증서 재발급을 어디서 받아야 해요?
61678	보험가입 내역을 확인하려고 공인인증서로 로그인을 하려는데 자꾸 오류메세지가 뜨는데 왜이래요?
61684	아~어! 날짜가 지났네요? 그럼 어떻해야 해요?
61692	소득공제 얼마정도 받을 수 있어요?
61694	어떤 경우가 있는데요?
61696	개인연금저축보험은 소득공제 얼마정도 받나요?
61698	아~그래요? 그럼 연금저축보험은 얼마정도 되나요?
61700	아~400만원이랑 300만원 차이는 뭐에요?
61704	근데 혹시 올 해 연금보험 해약하면 소득공제 받을 수 있나요?
61708	있잖아요. 제가 예전에 통장 만들 때 이메일로 거래내역을 보내준다고 했는데 이메일이 안열려요?
61712	비밀번호요? 비밀번호를 누가 만드는데요?
61714	그래요? 기억이 잘 안나는데… 어쩌죠?
61716	비밀번호 재설정하려면 어떻게 해야하는데요?
61718	하는 방법 알려주세요.
61722	그러면 거래내역을 한 달 단위로 메일로 보내주는 거에요?
61724	그러면 비밀번호 바꿨는데 전에 메일도 자동으로 비밀번호 바뀌는 거에요?
61726	그러면 전에 메일은 못보는 거에요?
61730	저 있잖아요. 다른 은행 거래내역을 조회할 수 있나요?
61732	오픈뱅킹 서비스가 뭐에요?
61734	아~ 그럼 예전처럼 자기 은행 거래내역만 보는 게 아니라 여러 은행의 거래내역을 다 볼 수 있는거네요?
61736	그거는 어떻게 하는 데요?
61738	가입하는 방법 알려주세요.
61742	그러면 오픈뱅킹은 누구나 다 가입할 수 있는거에요?
61744	누가 만들 수 있는데요?
61746	그러면 이 오픈뱅킹에 만들 수 있는 계좌의 한도가 있나요?
61748	몇 개까지 만들 수 있는데요?
61750	조회 수수료가 있나요?
61752	혹시 오픈뱅킹에서 출금도 할 수 있어요?
61754	얼마까지 출금할 수 있는데요?
61760	저기요. 인터넷으로 통장거래 내역 알 수 있죠?
61762	그 인터넷뱅킹을 하려면 어떻게 해야 해요?
61766	근데 이거 인터넷뱅킹하려면 뭐 필요한 게 있나요?
61768	보안매체가 뭔데요?
61770	그게 왜 필요한데요?
61772	아~ 그렇구나.. 그럼 꼭 은행가야 등록할 수 있어요?
61778	저 집에서 인터넷뱅킹 등록해서 거래내역을 좀 보려고 하거든요. 이거 어떻게 등록해요?
61782	보안매체가 OTP 발생기인가요?
61796	제가 신입사원이거든요. 그런데 은행 잔고를 확인 하려는데 비밀번호를 잊어버렸거든요. 어떻하나요?
61798	저 있잖아요. 비밀번호 바꿀려고 했었는데도 안 되던데…
61802	마스터 ID가 뭔데요?
61804	아~그렇구나. 그 후에는 어떻게 해야 해요?
61806	혹시 비밀번호 변경 시 별도 보안절차가 있나요?
61808	어떤 절차를 거쳐야 하나요?
61814	저 인터넷뱅킹으로 조회를 하려고 하는데 계좌가 일부만 보이네요. 왜 이런가요?
61820	그러면 계좌등록을 안했다는 말이네요?
61822	계좌등록하려면 어떻게 해야 하나요?
61826	그러면 인터넷으로 조회계좌를 등록하는 법 알려주세요.
61830	전체보유계좌조회를 어떻게 하는데요?
61836	전자어음 조회할 수 있나요?
61838	조회방법 알려주세요.
61844	그러면 개인도 전자어음을 소유할 수 있나요?
61846	개인이 전자어음 조회하는 방법은 뭔데요?
61850	다른 업체앞으로 배서한 전자어음을 제가 조회할 수 있나요?
61852	전자어음을 조회할 수 있는 경로 알려주세요.
61854	조회기간은 어떻게 되나요?
61858	어떻게 조회하나요?
61864	저 스마트폰을 바꿨는데요. 인터넷으로 거래내역을 확인하려면 어떻게 해야 해요?
61866	그러면 공인인증서도 새로 발급받아야 하겠네요?
61868	스마트폰에 공인인증서 재발급하는 경로 알려주세요.
61872	그러면 인증서 등록하는 인터넷 경로 알려주세요.
61880	개인사업자랑 개인이랑 인터넷 뱅킹을 하는데 다른 게 있나요?
61884	그런데 혹시 해외에서도 인터넷으로 입금 내역을 확인할 수 있나요?
61886	그리고 스마트뱅킹을 할 때 한 폰에 한 사람만 이용할 수 있나요?
61888	아~그렇구나..나는 스마트폰 하나에 한명만 로그인 할 수 있는 줄 알았는데 아니네요.
61892	저 혹시 텔레뱅킹한 내역을 받아볼 수 있나요?
61894	어떻게 하면 되는데요?
61896	아~ ARS이용할 때 필요한 것 있나요?
61898	어떤 것들이 필요합니까?
61900	거래내역을 최대 몇 개월치까지 볼 수 있어요?
61904	텔레뱅킹을 해지하려면 영업점을 방문해야만 가능하나요?
61906	그러면 어떻게 해지할 수 있나요?
61910	저희 아버님이 돌아가셨는데 아버님 통장 거래내역 확인할 수 있나요? 
61912	그러면 확인 방법이 어떻게 되나요?
61914	거기서 거래내역을 볼 수 있네요. 그럼
61916	그러면 OO은행을 통해서는 알 수 없나요?
61918	어떻게 확인할 수 있나요?
61920	혹시 은행가서 확인할 때 가져가야 하는 것은 없나요?
61922	가져가야할 게 뭔가요?
61926	네. 그건 왜 묻나요?
61928	필요한 서류 알려주세요.
61930	이거 신청하면 거기서 바로 확인 가능하나요?
61932	그러면 확인은 언제 가능한 데요?
61934	그럼 그냥 마냥 기다려야 하나요?
61938	그런데 대리인이 가면 필요한 서류가 뭐에요?
